HITID,convo_1,convo_2,convo_3,convo_4,convo_5,convo_6,convo_7,convo_8,convo_9,convo_10
37SQU136V7O92TJPJ2H3I5WA9GZ11M,"['<b>A:</b> I hate brushing my teeth.', ""<b>B:</b> It's such a chore.""]","[""<b>A:</b> What's your idea of a perfect date?"", '<b>B:</b> You want me to tell you?']","['<b>A:</b> We need to save money.', '<b>B:</b> Why do we need to save money?']","['<b>A:</b> Can I borrow your class notes?', ""<b>B:</b> Sure, but didn't you take any down?""]","['<b>A:</b> Good afternoon. Are you the person renting out the apartment?', '<b>B:</b> Yes, I am. What can I do for you?']","['<b>A:</b> I have to tell you something.', '<b>B:</b> Go ahead, and tell me.']","['<b>A:</b> What time is it?', '<b>B:</b> The sun just rose.']","['<b>A:</b> Tomorrow is show and tell.', '<b>B:</b> Yeah, I know.']","['<b>A:</b> Your son is so healthy!', '<b>B:</b> He is already very concerned with fitness.']","['<b>A:</b> Did you see ""Titanic""?', '<b>B:</b> Yes. It is a great movie.']"
3G3AJKPCXLSNKYRBI97EUQENSLHY4T,"[""<b>A:</b> Life isn't fair."", ""<b>B:</b> It sure isn't.""]","['<b>A:</b> I like this hotel.', '<b>B:</b> What do you like about it?']","[""<b>A:</b> Don't put your cup noodles in the microwave!"", ""<b>B:</b> Why not? They're better this way.""]","['<b>A:</b> Have you ever been to the opera before?', ""<b>B:</b> No, but I hear it's very beautiful.""]","['<b>A:</b> Hey! Did you ever find a new apartment to move into?', '<b>B:</b> Yes, I did! The apartment is in a convenient location.']","['<b>A:</b> Good morning, Peterson Industries.', '<b>B:</b> Hello, Betty. This is Roger.']","['<b>A:</b> Have you done your homework?', '<b>B:</b> Not yet.']","['<b>A:</b> How many roommates do you have?', '<b>B:</b> There are five of us in total.']","['<b>A:</b> Did you hear what happened at the baseball game?', '<b>B:</b> No, please tell me.']","['<b>A:</b> l heard that there was a stabbing the other day.', '<b>B:</b> What? Where?']"
3UUIU9GZC559ZVWHM83PR1SMDFUT54,"['<b>A:</b> Which is the lightning and which is the thunder?', '<b>B:</b> Lightning lights up the sky.']","[""<b>A:</b> I don't like our flag."", ""<b>B:</b> What's the matter with it?""]","['<b>A:</b> My professor wrote a really bad recommendation letter for me.', '<b>B:</b> You read his recommendation letter?']","[""<b>A:</b> Let's plan a vacation."", '<b>B:</b> Yes! I want to go somewhere warm.']","['<b>A:</b> The apartment seems nice.', '<b>B:</b> It sure does.']","['<b>A:</b> Where can I find the shuttle bus?', ""<b>B:</b> There're a number of shuttle buses you can take here at the airport.""]","['<b>A:</b> Why do you seem so tired today?', '<b>B:</b> I stayed up all night watching that new anime.']","['<b>A:</b> I am so hungry.', '<b>B:</b> I am hungry too.']","[""<b>A:</b> You've been watching a lot of soccer lately."", ""<b>B:</b> There's a different game shown every day.""]","['<b>A:</b> Are you ready?', '<b>B:</b> Ready for what?']"
36FQTHX3Z3R6PUFW83OBCAOGTC4B37,"['<b>A:</b> Did you hear about Joseph and Michelle?', '<b>B:</b> No, what happened? Did they have a divorce?']","[""<b>A:</b> What's the minimum balance requirement to open a checking account?"", '<b>B:</b> For our basic checking account you need to maintain a $50 minimum.']","['<b>A:</b> Are you interested in buying this bike?', ""<b>B:</b> That thing? I don't think so.""]","['<b>A:</b> I hate driving in this city!', '<b>B:</b> Why do you hate it?']","[""<b>A:</b> My hair isn't soft and shiny anymore."", '<b>B:</b> Maybe you should do a hair treatment.']","['<b>A:</b> Excuse me.', '<b>B:</b> Yes?']","['<b>A:</b> What was that sound?', '<b>B:</b> What sound?']","[""<b>A:</b> I won't be in town this weekend."", '<b>B:</b> Neither will I.']","[""<b>A:</b> Let's go to a movie."", ""<b>B:</b> I'd rather not.""]","['<b>A:</b> Check out my birthday haul!', ""<b>B:</b> Wow, that's a lot of cash!""]"
3TCFMTM8HEOGRE1L26HHNO6F1MD123,"['<b>A:</b> Hi, can you help me find a book on tigers?', '<b>B:</b> Yes, of course. Is it for a school project?']","['<b>A:</b> Hello, this is Isabel Foster.', '<b>B:</b> Hi, Isabel. Why are you calling? You can just come to my office.']","['<b>A:</b> My dad went to Washington, D.C.', '<b>B:</b> Why did he do that?']","['<b>A:</b> Will you look at this form?', '<b>B:</b> Are you having problems with it?']","[""<b>A:</b> I have to hang up. I'm so sleepy."", ""<b>B:</b> It's not even 10 o'clock.""]","['<b>A:</b> I just turned 16 yesterday.', '<b>B:</b> 16 is a great age.']","[""<b>A:</b> It's so hot! Let's go swimming now!"", '<b>B:</b> We have to wait a while before swimming.']","['<b>A:</b> I think I did something real stupid.', '<b>B:</b> What did you do?']","['<b>A:</b> Good morning. My name is Robert Stevens.', '<b>B:</b> Good morning, Mr. Stevens. My name is Richard Jones.']","['<b>A:</b> I need a job.', '<b>B:</b> What was your last job?']"
3J06WJ78HNK5AHFLXULHWHA6NOCVVT,"['<b>A:</b> I realize that I hate my job.', ""<b>B:</b> What's wrong with it?""]","['<b>A:</b> Would you like to try our new item for free?', ""<b>B:</b> If it's free, then of course.""]","['<b>A:</b> 911! What is your emergency?', '<b>B:</b> Hello, this is John. My child swallowed something.']","['<b>A:</b> They were in a crosswalk near school at 3 a.m.', '<b>B:</b> Who?']","['<b>A:</b> I love putting bacon in everything I cook.', '<b>B:</b> It is a delicious food!']","['<b>A:</b> Why do they call this bubble tea?', ""<b>B:</b> I think it's because of the balls on the bottom.""]","['<b>A:</b> We think your leg may be broken.', '<b>B:</b> How will you know for sure?']","['<b>A:</b> What did you think about the waiter?', '<b>B:</b> He was nice.']","['<b>A:</b> Do you know about phone applications?', '<b>B:</b> Not much. Are you looking for one?']","['<b>A:</b> Wow, I am the only one in this restaurant.', '<b>B:</b> Well, it is 1:00 a.m.']"
3EHIMLB7F7Z2H4OOKCT3P2ZP4B18HC,"['<b>A:</b> My license plate number came in today.', '<b>B:</b> Do you like it?']","['<b>A:</b> I went to Hawaii on vacation.', '<b>B:</b> Did you like it?']","['<b>A:</b> Remember to put air in your tires.', '<b>B:</b> How often do I have to do that?']","['<b>A:</b> I feel so sleepy this morning.', ""<b>B:</b> Why are you so tired? It's not like you.""]","[""<b>A:</b> What's for dinner?"", ""<b>B:</b> I'm not sure.""]","['<b>A:</b> What brings you in to see me today?', ""<b>B:</b> I'm here for my annual check-up.""]","['<b>A:</b> Are you nervous for your driving test?', ""<b>B:</b> Yeah, I don't want to fail.""]","['<b>A:</b> I want to close my account.', ""<b>B:</b> We're sorry to lose you as a customer. Can I ask why?""]","['<b>A:</b> I want to be a doctor.', '<b>B:</b> Why do you want to be a doctor?']","['<b>A:</b> Good morning. My name is Robert Stevens.', '<b>B:</b> Good morning, Mr. Stevens. My name is Richard Jones.']"
3V7ICJJAZAGR7QY08HTUMFGM7C0B4S,"['<b>A:</b> Please be carful with that.', ""<b>B:</b> Don't worry, we are professionals. Your furniture is safe in our hands.""]","['<b>A:</b> Does this hat match my suit?', ""<b>B:</b> Well, it's the same color.""]","['<b>A:</b> Excuse me, have you been to this house before?', '<b>B:</b> Yes I have. Why do you ask?']","['<b>A:</b> Excuse me, Miss?', '<b>B:</b> Yes?']","['<b>A:</b> Before you go to that interview, check yourself.', ""<b>B:</b> What's to check?""]","['<b>A:</b> What do we need to buy?', '<b>B:</b> Let me look at our list.']","['<b>A:</b> Did you hear about the community college?', '<b>B:</b> No. What about it?']","['<b>A:</b> Can you help me?', '<b>B:</b> Maybe I can.']","[""<b>A:</b> That was an excellent meal. Don't you think so, Judy?"", '<b>B:</b> Absolutely! I especially liked the dessert.']","['<b>A:</b> Is the location of the apartment a good one?', '<b>B:</b> Yes. I would say so.']"
3D17ECOUOEV5CWX466VM6YB770D13E,"[""<b>A:</b> I'm checking in."", '<b>B:</b> What name is the reservation under?']","['<b>A:</b> What would you do if you lost your job?', ""<b>B:</b> I have no idea. I've been here for 20 years.""]","['<b>A:</b> Our TV remote is filthy.', ""<b>B:</b> Yes, it's covered with crud.""]","['<b>A:</b> Who did you vote for?', '<b>B:</b> I voted for Obama.']","['<b>A:</b> I need new clothes.', '<b>B:</b> What kinds of new clothes?']","[""<b>A:</b> Don't wipe your nose on your sleeve."", ""<b>B:</b> But I don't have a tissue.""]","['<b>A:</b> Good day, Ms. Andrews. Can we talk?', ""<b>B:</b> Of course, Mr. Johnson. Why don't you come into the office this afternoon?""]","[""<b>A:</b> Now that we're settled in, it's time to do some exploring."", '<b>B:</b> I know what you mean. Everything is so new.']","['<b>A:</b> I love it when people fall on the red carpet!', '<b>B:</b> Why would you like watching that?']","['<b>A:</b> What classes should I take to transfer?', '<b>B:</b> You need a little bit of everything.']"
336OE47KI2KIP6FQN4QDIJTKUXEVW3,"[""<b>A:</b> Hello, my name is George. What's your name?"", ""<b>B:</b> Hi George, I'm Christine. Nice to meet you.""]","[""<b>A:</b> That skateboard doesn't have any wheels!"", ""<b>B:</b> That's not a skateboard.""]","['<b>A:</b> Hello, neighbor. How are you today?', ""<b>B:</b> I'm fine. How are you?""]","['<b>A:</b> What happens when the fire alarm rings?', '<b>B:</b> We tell our students to leave the classroom.']","['<b>A:</b> I hate looking for an apartment.', '<b>B:</b> Me, too.']","['<b>A:</b> Will you go out with me?', ""<b>B:</b> I think I'll pass.""]","['<b>A:</b> This is such a long light.', '<b>B:</b> Look how many cars are waiting in line.']","['<b>A:</b> I have an early meeting, so can I get a wake-up call?', '<b>B:</b> Sure! What time should we call you?']","['<b>A:</b> I have so many split ends!', '<b>B:</b> How do you brush your hair?']","[""<b>A:</b> Are you telling me it's not weird dating Katy after being friends with her for so long?"", ""<b>B:</b> It's a little strange since I've known her for so long.""]"
3MDKGGG61QN5IZWVRRDUJ76M9A5T6K,"['<b>A:</b> Why are you limping around like that?', '<b>B:</b> I signed up for the new yoga class.']","['<b>A:</b> What are you playing?', ""<b>B:</b> It's a new game I downloaded on my iPhone.""]","['<b>A:</b> Do you know where I could dispose of my trash?', '<b>B:</b> Yeah, there are two different colored trash cans in the back.']","['<b>A:</b> I want to be a mail carrier when I grow up.', '<b>B:</b> Why?']","['<b>A:</b> Are you taking karate classes?', '<b>B:</b> Yes, I just started last week.']","[""<b>A:</b> I'm sleepy."", '<b>B:</b> So am I.']","['<b>A:</b> How are you?', ""<b>B:</b> I'm doing well. How are you?""]","['<b>A:</b> Can I have your phone number?', '<b>B:</b> What do you want it for?']","['<b>A:</b> Do you have any pets?', '<b>B:</b> Yes. I have two fishes.']","['<b>A:</b> The traffic in this lane is terrible.', '<b>B:</b> Why do you think that is?']"
3K3G488TR28W7F4P549UMWHZT8W5Q3,"['<b>A:</b> My son broke a window yesterday.', '<b>B:</b> How did he do that?']","[""<b>A:</b> Why didn't you buy a bus ticket?"", '<b>B:</b> I have a tap card.']","[""<b>A:</b> I'll be glad when winter comes."", '<b>B:</b> Why is that?']","['<b>A:</b> I want to try out for the tennis team.', ""<b>B:</b> Our school doesn't have a tennis team.""]","['<b>A:</b> Our skates are so different!', '<b>B:</b> What do you mean?']","[""<b>A:</b> Have you decided what you're going to order?"", '<b>B:</b> I think I want to eat a steak today.']","['<b>A:</b> I want to go on a cruise ship.', '<b>B:</b> That sounds like fun. Where do you want to go?']","['<b>A:</b> Can you tell me where the pool is?', ""<b>B:</b> It's right outside the automatic sliding doors to your left.""]","['<b>A:</b> I wonder what I can do to get involved in the campaign?', '<b>B:</b> You can volunteer.']","['<b>A:</b> Can I try your coffee?', '<b>B:</b> Sure. Here you go.']"
3XJOUITW8URYSHFF60RSPCND9BHQTE,"['<b>A:</b> How long do you want to check that video out for?', '<b>B:</b> One week would be nice.']","['<b>A:</b> My apartment is too far from work.', '<b>B:</b> Have you considered moving?']","['<b>A:</b> The price of stamps goes up and up.', '<b>B:</b> I think stamps used to cost a penny.']","[""<b>A:</b> I'm planning to put gum in Ms. Miller's hair."", '<b>B:</b> Why would you do such a thing?']","[""<b>A:</b> I don't like that man."", '<b>B:</b> Why not?']","['<b>A:</b> Did you see that car?', '<b>B:</b> Yes, he went through the red light.']","['<b>A:</b> I had a busy morning.', '<b>B:</b> What did you do?']","['<b>A:</b> Do you think you can identify the man you saw robbing the woman outside the bank?', '<b>B:</b> I think I remember what he looked like.']","['<b>A:</b> Excuse me. Can I have a minute of your time, please?', '<b>B:</b> Sure, what is it?']","[""<b>A:</b> I've got a date for you."", '<b>B:</b> Oh, really?']"
39O6Z4JLX2XXE6KGX9MZK27R3ZKVXW,"['<b>A:</b> Are you a Democrat or a Republican?', '<b>B:</b> I am a Republican, of course.']","[""<b>A:</b> Don't be too distracted at the ATM."", '<b>B:</b> I was just checking a text message.']","['<b>A:</b> I need to cancel a reservation.', '<b>B:</b> Can you tell me the name the reservation is under?']","['<b>A:</b> I want to get pancakes.', ""<b>B:</b> Are you crazy? It's 8:00 p.m.""]","[""<b>A:</b> I met my girlfriend's parents yesterday."", '<b>B:</b> How were they?']","['<b>A:</b> Dad, why do you like fishing so much?', '<b>B:</b> Fishing is a good way to clear your mind.']","[""<b>A:</b> I think you're very pretty."", '<b>B:</b> Thank you.']","['<b>A:</b> Hello, my name is Sally. I am hoping you could help me.', ""<b>B:</b> Of course I can, that's what I'm here for.""]","[""<b>A:</b> Hi Jennifer, it's Doug."", '<b>B:</b> Hello, Doug. How can I help you?']","['<b>A:</b> Hello. I need to make an appointment.', '<b>B:</b> Were you mandated by the court to go to traffic school?']"
3Y3CZJSZ9KTWJGJPIJYURMR4PUY5R4,"['<b>A:</b> Who did you vote for for president?', '<b>B:</b> I voted for Ralph Nader.']","[""<b>A:</b> My tap card isn't working!"", '<b>B:</b> Why not? Try it again.']","[""<b>A:</b> Hi! You're David's mom, aren't you?"", '<b>B:</b> Yes I am. Do I know you from somewhere?']","['<b>A:</b> Did you go to the 99 Cents store?', '<b>B:</b> Yes, I did.']","['<b>A:</b> Driving is so bad for the environment.', '<b>B:</b> We should carpool.']","[""<b>A:</b> Tell me about the apartment's safety features."", '<b>B:</b> What would you like to know?']","[""<b>A:</b> I'd like to open another account."", ""<b>B:</b> That's great. What kind of account would you like to open?""]","[""<b>A:</b> You're driving too fast."", ""<b>B:</b> I'm in a hurry.""]","['<b>A:</b> Why are you wearing a face mask?', ""<b>B:</b> I don't want to catch anything.""]","['<b>A:</b> Wow, you really look terrible.', '<b>B:</b> Thanks a lot. I really feel awful.']"
32TZXEA1OLKQUSG86K05G33DL0914Z,"['<b>A:</b> That was a great trip to Washington, D.C.', '<b>B:</b> Tell me about it, Dad.']","['<b>A:</b> What are you getting for your mom?', '<b>B:</b> What are you talking about?']","['<b>A:</b> Is there a doctor on call?', '<b>B:</b> What seems to be the problem?']","['<b>A:</b> The first thing you want to do is fasten your seat belt.', ""<b>B:</b> Check. What's next?""]","['<b>A:</b> Hello, bus driver. How are you doing today?', ""<b>B:</b> Good afternoon. I'm doing just fine.""]","['<b>A:</b> Tiger is the greatest golfer in the world.', '<b>B:</b> You can say that again.']","[""<b>A:</b> It's time to start work."", '<b>B:</b> Okay, where do we start?']","['<b>A:</b> Do you know where I could get a back massage?', ""<b>B:</b> What's wrong with your back?""]","['<b>A:</b> Why is the printer line so long?', ""<b>B:</b> It's finals week.""]","['<b>A:</b> I am so nervous for the class presentation', ""<b>B:</b> Don't be. You're so smart.""]"
3SU800BH86SDSUU465H2U89FSPOQU5,"['<b>A:</b> Look at the car chase on TV!', '<b>B:</b> That driver is crazy.']","['<b>A:</b> The house burned down.', '<b>B:</b> What happened?']","['<b>A:</b> How good is your math?', '<b>B:</b> I can add two and two.']","['<b>A:</b> Have you been to this restaurant before?', '<b>B:</b> Yes. The last time I came here was two years ago.']","['<b>A:</b> Why does Facebook need my birthdate?', '<b>B:</b> So people can know how old you are.']","['<b>A:</b> Do you hate flying as much as I do?', '<b>B:</b> Only when I have chatty seatmates.']","['<b>A:</b> I just got off the phone with the EDD.', '<b>B:</b> What did they say? Are you going to get benefits?']","[""<b>A:</b> I can't believe he won the election."", '<b>B:</b> Only 15 percent of the voters turned out.']","['<b>A:</b> Do you want to come to my house tomorrow?', ""<b>B:</b> My mother says I'm not allowed to go out this week.""]","['<b>A:</b> This is the most amazing smoothie ever!', '<b>B:</b> What is so amazing about it?']"
3NZ1E5QA6Z193920MMC4R7M078VB5X,"['<b>A:</b> So what are some of your hobbies?', ""<b>B:</b> I don't have any.""]","['<b>A:</b> My household is registered as Republican.', '<b>B:</b> Why is that so upsetting?']","['<b>A:</b> I cut my finger.', '<b>B:</b> How did you do that?']","['<b>A:</b> Election Day is next Tuesday.', '<b>B:</b> Did you register to vote?']","['<b>A:</b> Do you have any news for me, Daniel?', '<b>B:</b> Yes, sir. I do.']","['<b>A:</b> This is a great neighborhood.', '<b>B:</b> Yes, it is.']","['<b>A:</b> I had the worst date the other night.', '<b>B:</b> What happened?']","[""<b>A:</b> I'm so tired!"", ""<b>B:</b> Me, too! That's the longest flight I've ever ridden.""]","['<b>A:</b> Do you ever take public transportation to get around?', '<b>B:</b> Before I frequently did. Not so much anymore. Why do you ask?']","['<b>A:</b> I love you.', '<b>B:</b> I love you, too.']"
38VTL6WC4AD5GHVBWEQOZIK1SHCY5Y,"['<b>A:</b> What kind of meat are you buying?', ""<b>B:</b> I'm just buying some pork shoulders.""]","['<b>A:</b> You got a new car!', '<b>B:</b> How did you know?']","['<b>A:</b> I want to buy this, but $40 is too expensive.', '<b>B:</b> It is a high-quality item, and worth every penny.']","['<b>A:</b> Now that I have my first job, I need a bank account.', '<b>B:</b> What kind of bank account are you going to open?']","[""<b>A:</b> I don't like my job."", '<b>B:</b> What do you do?']","[""<b>A:</b> I've never taken the bus before."", ""<b>B:</b> This is your first time? Wow, that's surprising.""]","['<b>A:</b> There are so many bus lines here!', '<b>B:</b> Yes, there are! I still get confused sometimes.']","[""<b>A:</b> I can't find the jasmine rice!"", ""<b>B:</b> Isn't it in the rice section?""]","[""<b>A:</b> Let's stop for a while. I need a break and some water."", '<b>B:</b> This trail is hard to climb.']","['<b>A:</b> Some guy rowed across the Atlantic Ocean.', '<b>B:</b> Good for him.']"
3OQQD2WO8I6GC2T2EDGSYXSTO2O3I8,"['<b>A:</b> Is this your first time riding the bus?', '<b>B:</b> Yes, it is. How did you tell?']","['<b>A:</b> Yikes! What was that noise?', '<b>B:</b> I had to blow my nose.']","[""<b>A:</b> I can't quit smoking."", '<b>B:</b> Of course you can.']","['<b>A:</b> Before this interview starts, any questions?', '<b>B:</b> Nope, I am ready to go.']","[""<b>A:</b> You didn't answer your phone last night."", '<b>B:</b> The phone company cut my wireless.']","['<b>A:</b> Why are you spraying pesticides?', '<b>B:</b> To kill the insects in the garden.']","['<b>A:</b> Can I have a minute?', '<b>B:</b> What is going on?']","[""<b>A:</b> I'm deleting my Facebook."", '<b>B:</b> I thought that you liked Facebook.']","['<b>A:</b> Turn the radio down, please.', ""<b>B:</b> But I'm listening to it.""]","[""<b>A:</b> My computer won't turn on."", '<b>B:</b> Did you charge the battery?']"
3YZ7A3YHR5T8KVJ2X8YZHWW0BWH5SS,"['<b>A:</b> You lost a lot of weight!', '<b>B:</b> Yes, thank you for noticing.']","['<b>A:</b> Election Day is next Tuesday.', '<b>B:</b> Did you register to vote?']","['<b>A:</b> The ocean is so big.', ""<b>B:</b> You can't see the end of it.""]","['<b>A:</b> Hello, officer. I want to report a car accident.', '<b>B:</b> What was the cause of the accident?']","['<b>A:</b> Look at all these kittens!', '<b>B:</b> How many are there?']","['<b>A:</b> I finally found an apartment to move in.', ""<b>B:</b> That's great to hear. Kudos to you.""]","['<b>A:</b> Are you ready for dinner?', '<b>B:</b> I sure am. Where are we going?']","['<b>A:</b> Can you give me a ride to the airport tomorrow?', '<b>B:</b> Depends on what time you need to be at the airport.']","['<b>A:</b> Did you feed the cat?', ""<b>B:</b> I'll do that in a minute.""]","['<b>A:</b> My fingers hurt.', '<b>B:</b> Why do they hurt?']"
3FI30CQHVKJ5MD2ER5M9JD00336B6D,"['<b>A:</b> Can I ask you a question?', '<b>B:</b> Sure, go ahead.']","['<b>A:</b> You need to try harder in school!', '<b>B:</b> I am doing well in school.']","['<b>A:</b> Have you decided how you are going to vote?', '<b>B:</b> Do you mean on Measures 1, 2, and 3?']","[""<b>A:</b> I'd like to open a checking account."", '<b>B:</b> We would love to have you as our customer.']","['<b>A:</b> Do you have the floor plan to the apartment?', '<b>B:</b> Yes I do. Would you like to take a look at it?']","[""<b>A:</b> What is that you're eating?"", ""<b>B:</b> It's a house salad.""]","[""<b>A:</b> I'm so sore from running!"", ""<b>B:</b> Maybe you've been practicing too hard.""]","['<b>A:</b> I love my computer.', '<b>B:</b> Computers are so cool.']","[""<b>A:</b> Were you invited to Mary's party this weekend?"", '<b>B:</b> Yes I was. Why do you ask?']","['<b>A:</b> Hello, I would like to schedule an appointment to view the apartment.', '<b>B:</b> Sure thing. What is your name?']"
3ULIZ0H1VA58QBK8KPJFLV9RLW4154,"[""<b>A:</b> I'm planning to study abroad this summer."", '<b>B:</b> Cool! Where are you going?']","['<b>A:</b> Have you voted for the class representative?', ""<b>B:</b> No, I'm not sure who to choose!""]","[""<b>A:</b> That child just won't stop crying!"", ""<b>B:</b> It's been crying for the last three stops!""]","[""<b>A:</b> I'd like to deposit my paycheck."", '<b>B:</b> Do you have an account here?']","['<b>A:</b> What do you think I should get for dessert?', ""<b>B:</b> I don't know, look at the menu.""]","[""<b>A:</b> I can't believe how hot it is."", ""<b>B:</b> It's not even noon yet.""]","['<b>A:</b> Do you want to eat something really good?', '<b>B:</b> Yeah, of course.']","['<b>A:</b> Can you cut my hair a little differently this time?', '<b>B:</b> Sure! How would you like it cut?']","[""<b>A:</b> I don't know why I bother to vote."", ""<b>B:</b> Why's that?""]","[""<b>A:</b> I'm starving!"", ""<b>B:</b> Me too. Let's get something to eat.""]"
3M4KL7H8KVN49FKMP8TKD1NRHRF16K,"['<b>A:</b> Did you water the plants?', '<b>B:</b> I did this morning.']","['<b>A:</b> Hi! How are you doing today?', '<b>B:</b> I am fine.']","[""<b>A:</b> I can't wait for spring to come."", '<b>B:</b> What is so special about the spring?']","[""<b>A:</b> I don't know what university to transfer to."", ""<b>B:</b> There's a lot, so it's all about picking what suits your needs.""]","[""<b>A:</b> Let's leave."", '<b>B:</b> But we just got here.']","['<b>A:</b> What is in this can?', ""<b>B:</b> I don't know; it doesn't have a label.""]","['<b>A:</b> You are late to work again!', ""<b>B:</b> I'm very sorry.""]","['<b>A:</b> I got my email hacked the other day.', ""<b>B:</b> That's terrible! How did that happen?""]","['<b>A:</b> Now that you have your beverages, can I offer you some appetizers?', '<b>B:</b> Yes, that sounds good. What do you have?']","['<b>A:</b> Do you like this new dress I bought?', '<b>B:</b> It looks a little too big for you.']"
3O4VWC1GEW6C7DD8WV1SAY7T1HD3JK,"['<b>A:</b> I am tired of living in my apartment building.', ""<b>B:</b> Didn't you just move in a few months ago?""]","['<b>A:</b> I have a 89.5%.', '<b>B:</b> Okay, so what?']","['<b>A:</b> Did you feel the earthquake last night?', '<b>B:</b> Yes, the whole house was shaking!']","['<b>A:</b> You were a cute child.', '<b>B:</b> How would you know?']","['<b>A:</b> I cut myself pretty badly with a knife. I think I need stitches.', '<b>B:</b> Come inside so the triage nurse can stop the bleeding.']","['<b>A:</b> What a great day to be at the beach.', '<b>B:</b> I love the smell of the salt-water air.']","[""<b>A:</b> Hi, I'm calling from room 117, and there is a big problem."", ""<b>B:</b> I'm so sorry. What seems to be the issue?""]","['<b>A:</b> What can you tell me about the neighborhood?', '<b>B:</b> Only good things.']","['<b>A:</b> I think this new place will work out great.', '<b>B:</b> Why do you say that, Dan?']","['<b>A:</b> I have five classes and 40 hours of work weekly.', '<b>B:</b> Your life is so stressful.']"
3IHWR4LC7DD2DZZ8QUBOPE044OG8I5,"['<b>A:</b> I have never bought a bus pass before. Do you know how?', '<b>B:</b> Yes I do. You can buy it from the bus driver.']","['<b>A:</b> Can you help me find an apartment?', '<b>B:</b> Sure, I would be happy to help.']","[""<b>A:</b> I don't believe the art world."", '<b>B:</b> What is it this time?']","['<b>A:</b> Can you help me find an apartment?', '<b>B:</b> Sure, I would be happy to help.']","[""<b>A:</b> You're driving too fast."", '<b>B:</b> Why do you say that?']","[""<b>A:</b> What is that you're eating?"", ""<b>B:</b> It's a house salad.""]","[""<b>A:</b> I'm thinking of buying a bicycle."", '<b>B:</b> That sounds like a good idea.']","[""<b>A:</b> It's time to go, Richard."", ""<b>B:</b> Okay, Patty. I'm ready.""]","[""<b>A:</b> Hi, I'm here to apply for a library card."", '<b>B:</b> Is this your first time applying for one?']","['<b>A:</b> Why are you taking so long? Is something wrong?', '<b>B:</b> Sorry, my bag of chips got stuck.']"
33EEIIWHK77D59J4BVR7QUBY6WXQVU,"['<b>A:</b> I just got off the phone with the EDD.', '<b>B:</b> What did they say? Are you going to get benefits?']","[""<b>A:</b> I don't think I'll be in town on Election Day."", '<b>B:</b> You can still vote though.']","['<b>A:</b> There are holes in the wood in the garage.', '<b>B:</b> Are they big or little?']","[""<b>A:</b> Can I borrow your class notes from yesterday's lecture?"", ""<b>B:</b> Heck no! You're so lazy.""]","[""<b>A:</b> Let's take a walk."", ""<b>B:</b> What's the weather like?""]","['<b>A:</b> Hi John, this is Katy.', ""<b>B:</b> It's so nice to hear your voice.""]","[""<b>A:</b> I don't like riding the bus."", '<b>B:</b> Why not?']","[""<b>A:</b> Hey, you're in my English class!"", '<b>B:</b> Yes, I am.']","[""<b>A:</b> What's the white stuff on your food?"", ""<b>B:</b> It's sour cream. Want to try some?""]","['<b>A:</b> I was going to be a doctor.', '<b>B:</b> What happened to your plans?']"
3566S7OX5DJNDFYR8IYCJFNNC2Z17J,"['<b>A:</b> Where do you want to go eat?', ""<b>B:</b> I'm not sure. Wait, watch out! The light is red!""]","['<b>A:</b> This is Joseph Walters, the inspector.', ""<b>B:</b> Hello, Joseph. I'm the buyer, Mrs. Smith""]","['<b>A:</b> I would like to order some checks.', '<b>B:</b> Since you only have our basic checking account, it will cost you.']","['<b>A:</b> Did you watch that show on TV last night?', '<b>B:</b> Do you mean the one about the zombies?']","[""<b>A:</b> Dude, I forgot to tell you – I'm going out with Sarah."", '<b>B:</b> Which one is Sarah? You date so many girls that I get confused.']","[""<b>A:</b> What's the point?"", '<b>B:</b> The point of what?']","[""<b>A:</b> I can't believe Obama won before Hilary!"", ""<b>B:</b> You can't believe an African American beat a woman?""]","['<b>A:</b> Did you have a date Friday night?', '<b>B:</b> Yes, in fact, I did.']","['<b>A:</b> How are you enjoying the party?', '<b>B:</b> Well, the food is good.']","['<b>A:</b> Hello, my name is Sally. I am hoping you could help me.', ""<b>B:</b> Of course I can, that's what I'm here for.""]"
30EV7DWJTVV1ZLVP1X0TROY1OCNY6E,"['<b>A:</b> Good morning. My name is Robert Stevens.', '<b>B:</b> Good morning, Mr. Stevens. My name is Richard Jones.']","['<b>A:</b> I have the worst job shift ever.', '<b>B:</b> No. I do.']","['<b>A:</b> I hope I win the lotto.', '<b>B:</b> Your chances are very small.']","['<b>A:</b> Do you think wolves are like dogs?', '<b>B:</b> No way! Wolves are vicious.']","[""<b>A:</b> What's your favorite thing to do?"", '<b>B:</b> I like to watch people.']","[""<b>A:</b> Let's go for a ride."", '<b>B:</b> Where are we going?']","['<b>A:</b> We should start fixing up the interior of the house, Angela.', ""<b>B:</b> Why is that, Jonathan? Don't we have time?""]","['<b>A:</b> That was a delicious dinner!', '<b>B:</b> The waitress was bad though.']","['<b>A:</b> Hi, I would like to know my credit balance.', '<b>B:</b> Of course. May I have your credit card number?']","[""<b>A:</b> Hello, my name is George. What's your name?"", ""<b>B:</b> Hi George, I'm Christine. Nice to meet you.""]"
