HITID,convo_1,convo_2,convo_3,convo_4,convo_5,convo_6,convo_7,convo_8,convo_9,convo_10
3BO3NEOQM0HGWNSNNSV2L56ZUCFIAI,"['<b>A:</b> I have a big surprise for you!', '<b>B:</b> Is it a new toy?', """"<b>A:</b> No, it's a big announcement!""""]""","['<b>A:</b> Did you hear about the ID enforcement?', """"<b>B:</b> No, what's that?"""", """"<b>A:</b> It's a law requiring voters to show ID before voting.""""]""","['<b>A:</b> Hi! Can I get a pizza slice, please?', """"<b>B:</b> Sure, is there anything else you'd like?"""", """"<b>A:</b> I'll also take that bag of chips.""""]""","[""""<b>A:</b> Hello, Mr. Smith. It's nice to finally meet you."""", '<b>B:</b> Likewise, Mrs. Jones. Please sit down.', '<b>A:</b> Is James in trouble again?']""","['<b>A:</b> There are so many buses going to Montebello.', '<b>B:</b> There are many places in Montebello.', '<b>A:</b> How do I know which bus to take?']""","['<b>A:</b> Can Spotty be in the family picture, too?', '<b>B:</b> No, he cannot. Dogs are pets, not family.', '<b>A:</b> Spotty is older than I am!']""","['<b>A:</b> I got ripped off.', '<b>B:</b> What happened?', '<b>A:</b> I had a car problem, so I went online.']""","[""""<b>A:</b> Let's go on a double date."""", """"<b>B:</b> I don't think that's a good idea."""", """"<b>A:</b> Why not? It'll be fun.""""]""","['<b>A:</b> I have a problem with the checking account I have at this bank.', '<b>B:</b> What seems to be the problem?', """"<b>A:</b> I keep getting hit with fees but I'm not getting my statements.""""]""","['<b>A:</b> How many cups of coffee have you had today?!', """"<b>B:</b> I don't know, three, maybe?"""", """"<b>A:</b> Don't you think that's a little too much?""""]"""
3N5YJ55YXG38AO3EK88UQD2GGB9NA3,"['<b>A:</b> I think David is running a fever.', '<b>B:</b> What should we do? His parents are not here.', """"<b>A:</b> I don't want to give him anything he shouldn't take.""""]""","['<b>A:</b> Hi! Sorry I took so long to meet you.', """"<b>B:</b> That's alright, we have plenty of time."""", '<b>A:</b> Who is that girl sleeping on your shoulder?']""","['<b>A:</b> Is that the costume you made for the expo?', """"<b>B:</b> Yes, it is. I can't wait to wear it!"""", '<b>A:</b> How long did it take you to make it?']""","['<b>A:</b> Wow, this place is amazing.', '<b>B:</b> Is this your first time here?', """"<b>A:</b> It's my first day at this school. I just transferred.""""]""","[""""<b>A:</b> I'm sorry, but your card was declined."""", '<b>B:</b> This is my ATM card and I know I have money in my account.', '<b>A:</b> Maybe you have less money in the account than you thought.']""","['<b>A:</b> The parking permit is $200 per semester, right?', """"<b>B:</b> It's actually $300."""", """"<b>A:</b> Why?! That's ridiculous.""""]""","['<b>A:</b> Where do you live?', '<b>B:</b> I live in Pasadena.', '<b>A:</b> Where is Pasadena?']""","['<b>A:</b> You have pretty eyes.', '<b>B:</b> Thank you. So do you.', '<b>A:</b> I wish my eyes were blue.']""","['<b>A:</b> Did you get your Official Sample Ballot?', '<b>B:</b> Yes, with the Voter Instructions.', '<b>A:</b> How are you going to vote?']""","['<b>A:</b> The police need our help finding a robber.', '<b>B:</b> How do you know?', '<b>A:</b> The TV news is reporting a bank robbery.']"""
3VJ4PFXFJ37L5ENNH9KG48UAO72UA2,"['<b>A:</b> Hey, can I get a ride?', """"<b>B:</b> I don't know you very well."""", """"<b>A:</b> We're in the same math class.""""]""","['<b>A:</b> Old movies are the best.', """"<b>B:</b> Even though they're in black and white."""", '<b>A:</b> A good story is more important than color.']""","['<b>A:</b> Good Morning! EDD, how can I help you?', '<b>B:</b> Hello, I recently lost my job. Can I file for unemployment?', '<b>A:</b> Yes, you certainly can.']""","['<b>A:</b> Excuse me, sir?', '<b>B:</b> Yes, is there a problem?', """"<b>A:</b> I'm sorry to be the one to tell you, but you can't park here.""""]""","['<b>A:</b> I hope you are on your way to vote right now.', """"<b>B:</b> I am. And I'm actually voting for you!"""", '<b>A:</b> Glad to hear that. I appreciate your vote.']""","['<b>A:</b> My dad bought me a can of pepper spray.', """"<b>B:</b> Isn't that what police use on bad guys?"""", """"<b>A:</b> Yes, it's supposed to sting your eyes.""""]""","['<b>A:</b> How do you plea to the charges?', '<b>B:</b> I plead not guilty.', '<b>A:</b> There are several witnesses that can testify to you being the robber.']""","['<b>A:</b> Do you like sports?', '<b>B:</b> Of course I do!', """"<b>A:</b> Awesome! What's your favorite one?""""]""","['<b>A:</b> I have to tell you something.', '<b>B:</b> What is it?', """"<b>A:</b> You graded my test incorrectly. I got this wrong, but you didn't mark it.""""]""","['<b>A:</b> I love salads.', '<b>B:</b> Me too.', '<b>A:</b> I usually eat a simple salad.']"""
368IUKXGA587Q73OAA4AEX5PK7KP6B,"[""""<b>A:</b> Would you be interested in donating to our candidate's campaign today?"""", '<b>B:</b> Maybe. Can you tell me more about why you are raising money?', '<b>A:</b> Sure! Campaign ads are expensive, so we want to raise money for TV ads.']""","['<b>A:</b> Do animals talk to each other?', '<b>B:</b> Of course they talk to each other.', '<b>A:</b> What do they talk about?']""","[""""<b>A:</b> Where's the car?"""", '<b>B:</b> What do you mean?', """"<b>A:</b> The car isn't here.""""]""","[""""<b>A:</b> I can't unlock the door!"""", """"<b>B:</b> Maybe it's because the key is brand new."""", """"<b>A:</b> The lock won't turn at all!""""]""","['<b>A:</b> Are you going to camp this summer?', """"<b>B:</b> I don't think so."""", '<b>A:</b> Why not?']""","['<b>A:</b> Did you hear what happened to Marie?', '<b>B:</b> I have no idea what happened. Is she okay?', """"<b>A:</b> She's devastated. Marie and her fiancé called the wedding off.""""]""","['<b>A:</b> That is a beautiful dress you are wearing.', '<b>B:</b> Thank you. It was a gift from my husband.', '<b>A:</b> He has excellent taste.']""","['<b>A:</b> Do you believe everything you hear?', """"<b>B:</b> I don't believe anything I don't see with my own eyes."""", """"<b>A:</b> You can't believe what you hear on TV or radio.""""]""","['<b>A:</b> Hello, is this the Smith residence?', """"<b>A:</b> David! Clean your room. It's filthy!"""", """"<b>B:</b> It's not so bad, mom.""""]""","['<b>A:</b> Did you hear what happened to Marie?', '<b>B:</b> I have no idea what happened. Is she okay?', """"<b>A:</b> She's devastated. Marie and her fiancé called the wedding off.""""]"""
3TC2K6WK9G2Y2EL61RQW2YTNFSJ28O,"['<b>A:</b> Why is there so much crime?', """"<b>B:</b> Because parents don't teach their kids right from wrong."""", '<b>A:</b> Is that it?']""","['<b>A:</b> Thank you for coming so quickly.', '<b>B:</b> What seems to be the problem?', '<b>A:</b> All the channels suddenly stopped working.']""","[""""<b>A:</b> Hello, I'm here to renew my registration."""", '<b>B:</b> Okay, may I please have your renewal notice?', """"<b>A:</b> Yes, here it is. Do you need my driver's license?""""]""","['<b>A:</b> Do you know any good jokes?', """"<b>B:</b> I can't remember jokes."""", '<b>A:</b> Neither can I.']""","[""""<b>A:</b> I can't pay for the ticket."""", """"<b>B:</b> Why can't you pay for the ticket?"""", '<b>A:</b> Well, I just got laid off from my job.']""","['<b>A:</b> You should put away those chips.', """"<b>B:</b> Why? I'm hungry."""", """"<b>A:</b> You'll leave crumbs everywhere.""""]""","['<b>A:</b> Oh, I am so tired.', '<b>B:</b> I know what you mean.', """"<b>A:</b> I don't know if I can continue working like this.""""]""","['<b>A:</b> I need to make an appointment to see Dr. Taylor.', '<b>B:</b> Are you already a patient of Dr. Taylor?', """"<b>A:</b> No, this is the first time I've been seeing him.""""]""","[""""<b>A:</b> I can't pay for the ticket."""", """"<b>B:</b> Why can't you pay for the ticket?"""", '<b>A:</b> Well, I just got laid off from my job.']""","['<b>A:</b> Is there a copy machine for guests?', '<b>B:</b> Yes, we have copy machines in our business center, which is to your right.', '<b>A:</b> I need to make a color copy.']"""
32FESTC2NHQ9YTKL1NG7A3KYOANUC4,"[""""<b>A:</b> I'm bored. Do you want to do something?"""", '<b>B:</b> What did you have in mind?', '<b>A:</b> Do you want to go drink?']""","['<b>A:</b> I just missed my bus!', '<b>B:</b> Oh no! What are you going to do?', """"<b>A:</b> I don't know! The next one comes in ten minutes!""""]""","['<b>A:</b> A new hotel is looking for workers.', '<b>B:</b> Yes, I saw it on the TV news.', '<b>A:</b> They need 300 new workers.']""","['<b>A:</b> Did you do the laundry?', '<b>B:</b> Yes, I did.', '<b>A:</b> What did you wash?']""","[""""<b>A:</b> What's the weather like?"""", """"<b>B:</b> I don't know. I just woke up."""", """"<b>A:</b> Why don't you look outside?""""]""","['<b>A:</b> Wow! Our order is sure taking long.', """"<b>B:</b> Yes, it is. It's been nearly 45 minutes now."""", """"<b>A:</b> Well, maybe they're just very busy.""""]""","[""""<b>A:</b> They're really trying hard to get teenagers to vote!"""", '<b>B:</b> I love the commercials on television about it!', '<b>A:</b> You mean the ones with the famous TV stars?']""","['<b>A:</b> Do you have a girlfriend?', """"<b>B:</b> No, I don't. Do you?"""", """"<b>A:</b> I don't have a girlfriend, either.""""]""","['<b>A:</b> The man getting on the bus is in a wheelchair.', '<b>B:</b> The driver has to adjust the seats.', '<b>A:</b> What will he do to them?']""","[""""<b>A:</b> We can't afford this house."""", '<b>B:</b> Are you sure?', '<b>A:</b> We will be house rich, but cash poor.']"""
3BJKPTD2QCCY4IUFJFGSU2XI5XJRTG,"['<b>A:</b> Have you seen my mailbox key lying around somewhere?', """"<b>B:</b> No, I'm sorry. Where did you last leave it?"""", '<b>A:</b> I thought it was in my pocket.']""","[""""<b>A:</b> Ah!! I've got a cramp in my foot!"""", '<b>B:</b> Stop swimming and roll onto your back!', '<b>A:</b> It really hurts!']""","[""""<b>A:</b> Let's go to the beach."""", """"<b>B:</b> That's a great idea."""", """"<b>A:</b> We haven't been in a while.""""]""","['<b>A:</b> Excuse me. Can I borrow your fabric softener?', '<b>B:</b> Of course, take as much as you need.', """"<b>A:</b> Thank you. You're very kind.""""]""","['<b>A:</b> Lunch was delicious.', '<b>B:</b> Thank you.', '<b>A:</b> What kind of soup was that?']""","['<b>A:</b> Golf is so hard.', """"<b>B:</b> What's so hard about hitting a little white ball?"""", """"<b>A:</b> It's hard if you want to do it right.""""]""","['<b>A:</b> Hey Professor Lopez, I need a favor.', '<b>B:</b> What kind of favor?', '<b>A:</b> Can you write a recommendation letter for me?']""","[""""<b>A:</b> Boy, it's chilly outside, isn't it?"""", '<b>B:</b> It sure is.', """"<b>A:</b> In fact, it's chilly in the apartment, too.""""]""","['<b>A:</b> This is the perfect birthday cake for my son!', '<b>B:</b> What day do you need the cake?', '<b>A:</b> His party is on Saturday.']""","[""""<b>A:</b> Did you get invited to Wanda's party this Sunday?"""", '<b>B:</b> I did. I even went shopping for a new outfit.', '<b>A:</b> Did you also go shopping for a gift to bring?']"""
371Q3BEXDH96R93R4W5F603VCVOZSS,"['<b>A:</b> Some people have good noses.', '<b>B:</b> I wish I had a good nose. Mine is way too big.', """"<b>A:</b> I don't mean good-looking. I mean good-smelling.""""]""","['<b>A:</b> Where do I buy my bus ticket?', '<b>B:</b> You buy it in the bus.', """"<b>A:</b> Isn't there a station?""""]""","['<b>A:</b> Excuse me! Can you please help me?', """"<b>B:</b> What's the problem?"""", '<b>A:</b> My car stopped in the middle of the road.']""","['<b>A:</b> How do I get that boy to like me?', '<b>B:</b> Just be yourself, and act naturally around him.', """"<b>A:</b> I already do that, and I still don't have a boyfriend.""""]""","['<b>A:</b> I went to an interesting rave last night.', '<b>B:</b> What was so interesting about it?', '<b>A:</b> It was called a silent rave.']""","['<b>A:</b> How long have you been watching T.V.?', '<b>B:</b> About 10 hours.', '<b>A:</b> You need to get a job!']""","['<b>A:</b> What are some of the best things to see in this city?', '<b>B:</b> If you want to go sightseeing, we have a tour that leaves from the hotel.', """"<b>A:</b> I'd rather explore the city on my own.""""]""","['<b>A:</b> This chicken is so plain.', '<b>B:</b> I agree with you.', '<b>A:</b> Should we send it back?']""","['<b>A:</b> Are you ready to go home?', """"<b>B:</b> I can't go home yet."""", '<b>A:</b> Why? Do you have club activities?']""","['<b>A:</b> I repainted my house, so I need some new furniture.', '<b>B:</b> What pieces are you looking for?', '<b>A:</b> A new table, a sofa, and maybe a reading chair.']"""
3IWA71V4TIGCZG5FW1ER8ARSM6TX67,"['<b>A:</b> I hate brushing my teeth.', """"<b>B:</b> It's such a chore."""", '<b>A:</b> Brush, brush. Spit, spit.']""","[""""<b>A:</b> What's your idea of a perfect date?"""", '<b>B:</b> You want me to tell you?', '<b>A:</b> Yes. I really want to know.']""","['<b>A:</b> We need to save money.', '<b>B:</b> Why do we need to save money?', '<b>A:</b> Because we need to buy a house.']""","['<b>A:</b> Can I borrow your class notes?', """"<b>B:</b> Sure, but didn't you take any down?"""", """"<b>A:</b> I couldn't really see the board.""""]""","['<b>A:</b> Good afternoon. Are you the person renting out the apartment?', '<b>B:</b> Yes, I am. What can I do for you?', """"<b>A:</b> I'm interested in viewing the apartment.""""]""","['<b>A:</b> I have to tell you something.', '<b>B:</b> Go ahead, and tell me.', """"<b>A:</b> You won't like it.""""]""","['<b>A:</b> What time is it?', '<b>B:</b> The sun just rose.', '<b>A:</b> How many more hours are left?']""","['<b>A:</b> Tomorrow is show and tell.', '<b>B:</b> Yeah, I know.', '<b>A:</b> I am bringing my new purse for show and tell.']""","['<b>A:</b> Your son is so healthy!', '<b>B:</b> He is already very concerned with fitness.', '<b>A:</b> That is so wonderful!']""","['<b>A:</b> Did you see """"Titanic""""?', '<b>B:</b> Yes. It is a great movie.', '<b>A:</b> I saw it twelve times.']"""
3RWB1RTQDJNUULMC3P18YB1GQ2AP8X,"[""""<b>A:</b> Life isn't fair."""", """"<b>B:</b> It sure isn't."""", '<b>A:</b> I got a ticket yesterday.']""","['<b>A:</b> I like this hotel.', '<b>B:</b> What do you like about it?', '<b>A:</b> We get a free breakfast.']""","[""""<b>A:</b> Don't put your cup noodles in the microwave!"""", """"<b>B:</b> Why not? They're better this way."""", '<b>A:</b> The styrofoam will melt and get in your food!']""","['<b>A:</b> Have you ever been to the opera before?', """"<b>B:</b> No, but I hear it's very beautiful."""", '<b>A:</b> Is it true that opera is sung in a foreign language?']""","['<b>A:</b> Hey! Did you ever find a new apartment to move into?', '<b>B:</b> Yes, I did! The apartment is in a convenient location.', '<b>A:</b> Nice! Where is it located?']""","['<b>A:</b> Good morning, Peterson Industries.', '<b>B:</b> Hello, Betty. This is Roger.', '<b>A:</b> Hey, Roger. Where are you?']""","['<b>A:</b> Have you done your homework?', '<b>B:</b> Not yet.', '<b>A:</b> Then why are you watching TV?']""","['<b>A:</b> How many roommates do you have?', '<b>B:</b> There are five of us in total.', """"<b>A:</b> Wow! Don't you ever fight?""""]""","['<b>A:</b> Did you hear what happened at the baseball game?', '<b>B:</b> No, please tell me.', '<b>A:</b> Someone punched out someone.']""","['<b>A:</b> l heard that there was a stabbing the other day.', '<b>B:</b> What? Where?', '<b>A:</b> In a public bus.']"""
3NCN4N1H1GHDTY86QM8QLOMMYTUNBY,"['<b>A:</b> Which is the lightning and which is the thunder?', '<b>B:</b> Lightning lights up the sky.', '<b>A:</b> And what about thunder?']""","[""""<b>A:</b> I don't like our flag."""", """"<b>B:</b> What's the matter with it?"""", """"<b>A:</b> It's too much like other flags.""""]""","['<b>A:</b> My professor wrote a really bad recommendation letter for me.', '<b>B:</b> You read his recommendation letter?', """"<b>A:</b> Yeah. I couldn't resist.""""]""","[""""<b>A:</b> Let's plan a vacation."""", '<b>B:</b> Yes! I want to go somewhere warm.', '<b>A:</b> I was thinking of going somewhere cold and fresh.']""","['<b>A:</b> The apartment seems nice.', '<b>B:</b> It sure does.', '<b>A:</b> I just have a few questions to ask.']""","['<b>A:</b> Where can I find the shuttle bus?', """"<b>B:</b> There're a number of shuttle buses you can take here at the airport."""", '<b>A:</b> I am looking for the shuttle bus that will take me to the rental car location.']""","['<b>A:</b> Why do you seem so tired today?', '<b>B:</b> I stayed up all night watching that new anime.', '<b>A:</b> You stayed up to watch it again?']""","['<b>A:</b> I am so hungry.', '<b>B:</b> I am hungry too.', '<b>A:</b> How many more minutes until lunch?']""","[""""<b>A:</b> You've been watching a lot of soccer lately."""", """"<b>B:</b> There's a different game shown every day."""", """"<b>A:</b> That's because of the world cup.""""]""","['<b>A:</b> Are you ready?', '<b>B:</b> Ready for what?', '<b>A:</b> Ready for the big switch.']"""
3BVS8WK9Q0VLFXXFT6VYGGQ5CU0IBD,"['<b>A:</b> Did you hear about Joseph and Michelle?', '<b>B:</b> No, what happened? Did they have a divorce?', '<b>A:</b> Oh, no. They are pregnant.']""","[""""<b>A:</b> What's the minimum balance requirement to open a checking account?"""", '<b>B:</b> For our basic checking account you need to maintain a $50 minimum.', '<b>A:</b> What other types of accounts are there?']""","['<b>A:</b> Are you interested in buying this bike?', """"<b>B:</b> That thing? I don't think so."""", '<b>A:</b> I assure you, it is a wonderful sale.']""","['<b>A:</b> I hate driving in this city!', '<b>B:</b> Why do you hate it?', """"<b>A:</b> There's traffic everywhere you go.""""]""","[""""<b>A:</b> My hair isn't soft and shiny anymore."""", '<b>B:</b> Maybe you should do a hair treatment.', '<b>A:</b> Hair products are expensive, though!']""","['<b>A:</b> Excuse me.', '<b>B:</b> Yes?', '<b>A:</b> Are you reading this paper?']""","['<b>A:</b> What was that sound?', '<b>B:</b> What sound?', '<b>A:</b> It sounded like a whistle.']""","[""""<b>A:</b> I won't be in town this weekend."""", '<b>B:</b> Neither will I.', """"<b>A:</b> I'm going on a camping trip. What are you doing?""""]""","[""""<b>A:</b> Let's go to a movie."""", """"<b>B:</b> I'd rather not."""", '<b>A:</b> Why not?']""","['<b>A:</b> Check out my birthday haul!', """"<b>B:</b> Wow, that's a lot of cash!"""", '<b>A:</b> My relatives were really generous.']"""
3R0WOCG21M9J3LQZ1JBIU92G9AZUD4,"['<b>A:</b> Hi, can you help me find a book on tigers?', '<b>B:</b> Yes, of course. Is it for a school project?', """"<b>A:</b> Yes, I'm doing an essay on the life of a tiger.""""]""","['<b>A:</b> Hello, this is Isabel Foster.', '<b>B:</b> Hi, Isabel. Why are you calling? You can just come to my office.', """"<b>A:</b> I'm actually not in the office right now.""""]""","['<b>A:</b> My dad went to Washington, D.C.', '<b>B:</b> Why did he do that?', '<b>A:</b> He was invited, along with about 90 other veterans.']""","['<b>A:</b> Will you look at this form?', '<b>B:</b> Are you having problems with it?', """"<b>A:</b> I don't understand some things.""""]""","[""""<b>A:</b> I have to hang up. I'm so sleepy."""", """"<b>B:</b> It's not even 10 o'clock."""", """"<b>A:</b> I'm falling asleep on the phone.""""]""","['<b>A:</b> I just turned 16 yesterday.', '<b>B:</b> 16 is a great age.', """"<b>A:</b> What's so great about being 16?""""]""","[""""<b>A:</b> It's so hot! Let's go swimming now!"""", '<b>B:</b> We have to wait a while before swimming.', '<b>A:</b> But why? The sun is so hot!']""","['<b>A:</b> I think I did something real stupid.', '<b>B:</b> What did you do?', '<b>A:</b> I bought some stock.']""","['<b>A:</b> Good morning. My name is Robert Stevens.', '<b>B:</b> Good morning, Mr. Stevens. My name is Richard Jones.', """"<b>A:</b> Please have a seat, and let's get started.""""]""","['<b>A:</b> I need a job.', '<b>B:</b> What was your last job?', '<b>A:</b> I was a painter.']"""
3D3B8GE892RU8Q5M8H7MY7WRA8SP9M,"['<b>A:</b> I realize that I hate my job.', """"<b>B:</b> What's wrong with it?"""", '<b>A:</b> I always have to treat customers like royalty.']""","['<b>A:</b> Would you like to try our new item for free?', """"<b>B:</b> If it's free, then of course."""", '<b>A:</b> Great! Here it is.']""","['<b>A:</b> 911! What is your emergency?', '<b>B:</b> Hello, this is John. My child swallowed something.', '<b>A:</b> Is your child breathing alright?']""","['<b>A:</b> They were in a crosswalk near school at 3 a.m.', '<b>B:</b> Who?', '<b>A:</b> Two students from USC.']""","['<b>A:</b> I love putting bacon in everything I cook.', '<b>B:</b> It is a delicious food!', '<b>A:</b> Did you know you can even put it in chocolate?']""","['<b>A:</b> Why do they call this bubble tea?', """"<b>B:</b> I think it's because of the balls on the bottom."""", """"<b>A:</b> They don't look like bubbles to me.""""]""","['<b>A:</b> We think your leg may be broken.', '<b>B:</b> How will you know for sure?', """"<b>A:</b> We're going to take you to Radiology to get it x-rayed now.""""]""","['<b>A:</b> What did you think about the waiter?', '<b>B:</b> He was nice.', '<b>A:</b> We should give him a 40% tip.']""","['<b>A:</b> Do you know about phone applications?', '<b>B:</b> Not much. Are you looking for one?', '<b>A:</b> I want to download the Tumblr app.']""","['<b>A:</b> Wow, I am the only one in this restaurant.', '<b>B:</b> Well, it is 1:00 a.m.', """"<b>A:</b> Why doesn't this restaurant close earlier?""""]"""
3CIS7GGG65JOVR4ZXEM20RK19M0UEX,"['<b>A:</b> My license plate number came in today.', '<b>B:</b> Do you like it?', """"<b>A:</b> It's just some random numbers and letters.""""]""","['<b>A:</b> I went to Hawaii on vacation.', '<b>B:</b> Did you like it?', '<b>A:</b> I loved it. I want to live there.']""","['<b>A:</b> Remember to put air in your tires.', '<b>B:</b> How often do I have to do that?', '<b>A:</b> Once every two months.']""","['<b>A:</b> I feel so sleepy this morning.', """"<b>B:</b> Why are you so tired? It's not like you."""", """"<b>A:</b> I was working late last night and didn't get much sleep.""""]""","[""""<b>A:</b> What's for dinner?"""", """"<b>B:</b> I'm not sure."""", '<b>A:</b> How about a pizza?']""","['<b>A:</b> What brings you in to see me today?', """"<b>B:</b> I'm here for my annual check-up."""", '<b>A:</b> Well, the nurse already took your blood pressure and she said it looks a little high.']""","['<b>A:</b> Are you nervous for your driving test?', """"<b>B:</b> Yeah, I don't want to fail."""", """"<b>A:</b> You won't. You have been practicing a lot.""""]""","['<b>A:</b> I want to close my account.', """"<b>B:</b> We're sorry to lose you as a customer. Can I ask why?"""", '<b>A:</b> I keep getting hit by fees.']""","['<b>A:</b> I want to be a doctor.', '<b>B:</b> Why do you want to be a doctor?', '<b>A:</b> Doctors make a lot of money.']""","['<b>A:</b> Good morning. My name is Robert Stevens.', '<b>B:</b> Good morning, Mr. Stevens. My name is Richard Jones.', """"<b>A:</b> Please have a seat, and let's get started.""""]"""
3RKHNXPHGWWRHRW9T0X5YMX6TJWKU7,"['<b>A:</b> Please be carful with that.', """"<b>B:</b> Don't worry, we are professionals. Your furniture is safe in our hands."""", """"<b>A:</b> Thank you. That's reassuring to hear.""""]""","['<b>A:</b> Does this hat match my suit?', """"<b>B:</b> Well, it's the same color."""", """"<b>A:</b> That's good enough for me.""""]""","['<b>A:</b> Excuse me, have you been to this house before?', '<b>B:</b> Yes I have. Why do you ask?', """"<b>A:</b> I had a question, but I couldn't find the host.""""]""","['<b>A:</b> Excuse me, Miss?', '<b>B:</b> Yes?', '<b>A:</b> Can I ask for your opinion on something?']""","['<b>A:</b> Before you go to that interview, check yourself.', """"<b>B:</b> What's to check?"""", '<b>A:</b> Are your nails clean?']""","['<b>A:</b> What do we need to buy?', '<b>B:</b> Let me look at our list.', '<b>A:</b> I know that we need milk.']""","['<b>A:</b> Did you hear about the community college?', '<b>B:</b> No. What about it?', """"<b>A:</b> It's offering summer courses.""""]""","['<b>A:</b> Can you help me?', '<b>B:</b> Maybe I can.', '<b>A:</b> I need this dress in a size eight.']""","[""""<b>A:</b> That was an excellent meal. Don't you think so, Judy?"""", '<b>B:</b> Absolutely! I especially liked the dessert.', '<b>A:</b> Yes, me too. That chocolate cake was delicious.']""","['<b>A:</b> Is the location of the apartment a good one?', '<b>B:</b> Yes. I would say so.', '<b>A:</b> Why is that?']"""
36U4VBVNQODD4V94JK62ZYJKOBQRU7,"[""""<b>A:</b> I'm checking in."""", '<b>B:</b> What name is the reservation under?', '<b>A:</b> It is under my name, Michael Roberts.']""","['<b>A:</b> What would you do if you lost your job?', """"<b>B:</b> I have no idea. I've been here for 20 years."""", '<b>A:</b> Do you have any other skills?']""","['<b>A:</b> Our TV remote is filthy.', """"<b>B:</b> Yes, it's covered with crud."""", """"<b>A:</b> I'm going to clean it.""""]""","['<b>A:</b> Who did you vote for?', '<b>B:</b> I voted for Obama.', '<b>A:</b> Me too.']""","['<b>A:</b> I need new clothes.', '<b>B:</b> What kinds of new clothes?', '<b>A:</b> I want something stylish.']""","[""""<b>A:</b> Don't wipe your nose on your sleeve."""", """"<b>B:</b> But I don't have a tissue."""", '<b>A:</b> Then go find a tissue in the bathroom.']""","['<b>A:</b> Good day, Ms. Andrews. Can we talk?', """"<b>B:</b> Of course, Mr. Johnson. Why don't you come into the office this afternoon?"""", '<b>A:</b> That would be fine.']""","[""""<b>A:</b> Now that we're settled in, it's time to do some exploring."""", '<b>B:</b> I know what you mean. Everything is so new.', '<b>A:</b> I think I saw a shopping mall off the highway.']""","['<b>A:</b> I love it when people fall on the red carpet!', '<b>B:</b> Why would you like watching that?', """"<b>A:</b> It's funny to see someone famous fall!""""]""","['<b>A:</b> What classes should I take to transfer?', '<b>B:</b> You need a little bit of everything.', '<b>A:</b> What do you mean?']"""
3K3IX1W4S6R8D9FR0NLMU27BGQAPA1,"[""""<b>A:</b> Hello, my name is George. What's your name?"""", """"<b>B:</b> Hi George, I'm Christine. Nice to meet you."""", '<b>A:</b> Hi Christine. Have you worked here long?']""","[""""<b>A:</b> That skateboard doesn't have any wheels!"""", """"<b>B:</b> That's not a skateboard."""", '<b>A:</b> Oh. Is it a surfboard, then?']""","['<b>A:</b> Hello, neighbor. How are you today?', """"<b>B:</b> I'm fine. How are you?"""", """"<b>A:</b> I'm doing alright. I was wondering if I could ask you for a favor.""""]""","['<b>A:</b> What happens when the fire alarm rings?', '<b>B:</b> We tell our students to leave the classroom.', '<b>A:</b> Can they take their belongings?']""","['<b>A:</b> I hate looking for an apartment.', '<b>B:</b> Me, too.', """"<b>A:</b> We have a 2 o'clock appointment to see the one on Main Street.""""]""","['<b>A:</b> Will you go out with me?', """"<b>B:</b> I think I'll pass."""", '<b>A:</b> Why are you rejecting me?']""","['<b>A:</b> This is such a long light.', '<b>B:</b> Look how many cars are waiting in line.', '<b>A:</b> They need a left-turn arrow.']""","['<b>A:</b> I have an early meeting, so can I get a wake-up call?', '<b>B:</b> Sure! What time should we call you?', '<b>A:</b> Can you call my room at six in the morning?']""","['<b>A:</b> I have so many split ends!', '<b>B:</b> How do you brush your hair?', '<b>A:</b> The same way everyone else does.']""","[""""<b>A:</b> Are you telling me it's not weird dating Katy after being friends with her for so long?"""", """"<b>B:</b> It's a little strange since I've known her for so long."""", '<b>A:</b> You also know everyone she dated.']"""
3MQY1YVHS3KH4CJD43A6T0JONY42BN,"['<b>A:</b> Why are you limping around like that?', '<b>B:</b> I signed up for the new yoga class.', '<b>A:</b> Did they make you do all those weird positions?']""","['<b>A:</b> What are you playing?', """"<b>B:</b> It's a new game I downloaded on my iPhone."""", '<b>A:</b> Is it fun?']""","['<b>A:</b> Do you know where I could dispose of my trash?', '<b>B:</b> Yeah, there are two different colored trash cans in the back.', '<b>A:</b> Is there a difference between the two?']""","['<b>A:</b> I want to be a mail carrier when I grow up.', '<b>B:</b> Why?', '<b>A:</b> Because you get to meet a lot of people.']""","['<b>A:</b> Are you taking karate classes?', '<b>B:</b> Yes, I just started last week.', """"<b>A:</b> That's so cool!""""]""","[""""<b>A:</b> I'm sleepy."""", '<b>B:</b> So am I.', '<b>A:</b> I had a long day.']""","['<b>A:</b> How are you?', """"<b>B:</b> I'm doing well. How are you?"""", """"<b>A:</b> I'm fine, thanks. I was wondering if you read my report.""""]""","['<b>A:</b> Can I have your phone number?', '<b>B:</b> What do you want it for?', '<b>A:</b> I got a new phone and all my contacts were deleted.']""","['<b>A:</b> Do you have any pets?', '<b>B:</b> Yes. I have two fishes.', """"<b>A:</b> That's it? Why don't you get more pets?""""]""","['<b>A:</b> The traffic in this lane is terrible.', '<b>B:</b> Why do you think that is?', '<b>A:</b> Probably some car accident.']"""
